Current(A),Time(s)
0.7110772181602404,100.83295461335202
0.7110772181602404,97.77643656053553
0.7110772181602404,94.81256979065543
0.7110772181602404,91.93854579413251
0.7110772181602404,89.15164119486738
0.7110772181602404,86.44921516961385
0.7110772181602404,83.82870694558179
0.7110772181602404,81.28763337389134
0.7110772181602404,78.82358657658456
0.7110772181602404,76.43423166495955
0.7110772181602404,69.69201820093946
0.7110772181602404,67.57946568688092
0.7300651457545738,100.83295461335202
0.7300651457545738,97.77643656053553
0.7300651457545738,94.81256979065543
0.7300651457545738,91.93854579413251
0.7300651457545738,89.15164119486738
0.7300651457545738,86.44921516961385
0.7300651457545738,83.82870694558179
0.7300651457545738,81.28763337389134
0.7300651457545738,78.82358657658456
0.7300651457545738,76.43423166495955
0.7300651457545738,74.11730452707152
0.7300651457545738,71.8706096822981
0.7300651457545738,69.69201820093946
0.7300651457545738,67.57946568688092
0.7300651457545738,65.53095032140642
0.7300651457545738,63.54453096630924
0.7300651457545738,61.61832532450251
0.7300651457545738,59.7505081563867
0.7300651457545738,57.939309550283774
0.7300651457545738,56.183013245298625
0.7300651457545738,54.47995500502016
0.7300651457545738,52.8285210405193
0.7300651457545738,51.22714648114919
0.7300651457545738,49.67431389170156
0.7300651457545738,48.168551834510446
0.7300651457545738,46.70843347514312
0.7300651457545738,45.29257523035607
0.7300651457545738,43.91963545703517
0.7300651457545738,42.588313180877535
0.7300651457545738,41.297346863610485
0.7300651457545738,40.0455132075794
0.7300651457545738,38.831625996571695
0.7300651457545738,37.65453497177867
0.7300651457545738,36.51312474182979
0.7300651457545738,35.40631372586691
0.7495601088509874,97.77643656053553
0.7495601088509874,94.81256979065543
0.7495601088509874,91.93854579413251
0.7495601088509874,89.15164119486738
0.7495601088509874,86.44921516961385
0.7495601088509874,83.82870694558179
0.7495601088509874,81.28763337389134
0.7495601088509874,78.82358657658456
0.7495601088509874,76.43423166495955
0.7495601088509874,74.11730452707152
0.7495601088509874,71.8706096822981
0.7495601088509874,69.69201820093946
0.7495601088509874,67.57946568688092
0.7495601088509874,65.53095032140642
0.7495601088509874,63.54453096630924
0.7495601088509874,61.61832532450251
0.7495601088509874,59.7505081563867
0.7495601088509874,57.939309550283774
0.7495601088509874,56.183013245298625
