Current(A),Time(s)
0.7069379532271137,111.63062564939905
0.7257584258084107,74.62734870595385
0.7450799468714964,53.078434393405935
0.7649158555915708,30.392691623682705
0.7852798462663444,7.087472285527489
0.8061859777702965,3.318178612843388
0.8276486832606289,1.577736618269668
0.8496827801416167,0.4037521725521326
0.8723034802942339,0.23479686335890046
0.8955264005781209,0.1408388364562974
0.9193675736131375,0.0986316187218335
0.9438434588479496,0.0669664341429716
0.9689709539232884,0.047629636357890304
0.9947674063377304,0.03440517070354725
1.0212506254240488,0.026853565987995303
1.048438894644404,0.01970038783930262
1.0763509842128658,0.016107646986197672
1.1050061640539772,0.013375677515263378
1.1344242171063088,0.0114565062087061
1.1646254529801874,0.009812701776066789
1.1956307219790248,0.008535940220138252
1.2274614294939363,0.007778452574093583
1.2601395507815742,0.006979248981432266
1.2936876461353877,0.006262160227993599
1.328128876460776,0.005795519591058828
1.363487019264899,0.005200054100411024
1.3997864850721693,0.004738596236574036
1.437052334276771,0.004385487806654462
1.4753102944438292,0.003996315348817539
1.5145867780711908,0.0036985198482444226
1.5549089008240569,0.0034229153292183036
1.5963045002550762,0.0031191624902255108
1.6388021550228062,0.0028867302435009283
1.6824312046218286,0.0027133184275915678
1.7272217696381207,0.002472535908539127
1.7732047725436813,0.002253120664662233
1.8204119590447598,0.002085223705183484
1.8688759199984308,0.0019298380103894594
1.918630113912641,0.0018139086766576426
1.9697088900452662,0.001627537117875817
2.0221475121181207,0.0015297676197711196
2.075982182662298,0.0013940145517538495
2.131250068011643,0.001290136047428966
2.187989323961613,0.0011939983114104082
2.2462391221112403,0.0011050245208572872
2.306039676906393,0.001006963568983345
2.367432273402986,0.0009762499834620406
2.4304592957693236,0.0009464731987989112
2.4951642565472456,0.0009464731987989112
2.5615918266922777,0.0009319271431985252
2.629787866413529,0.0009319271431985252
2.6997994568346244,0.0009319271431985252
2.7716749324975254,0.0009319271431985252
2.8454639147316976,0.0009319271431985252
2.9212173459116375,0.0009319271431985252
2.998987524626427,0.0009319271431985252
3.0788281417855825,0.0009319271431985252
3.1607943176861504,0.0009319271431985252
3.244942640066601,0.0009035022578363358
